Index,Verse,Text
144,Matthew 10:8,"
Heal the sick, cleanse the lepers,
and cast out demons. Freely you received, so freely give.

"
145,Matthew 10:9,"
Don’t take any gold, silver, or brass in your money belts.

"
146,Matthew 10:10,"
Take no bag for your journey, neither two coats, nor shoes, nor staff: for the laborer is worthy of his food.

"
147,Matthew 10:11,"
Into whatever city or village you enter, find out who in it is worthy; and stay there until you go on.

"
148,Matthew 10:12,"
As you enter into the household, greet it.

"
149,Matthew 10:13,"
If the household is worthy, let your peace come on it, but if it isn’t worthy, let your peace return to you.

"
150,Matthew 10:14,"
Whoever doesn’t receive you, nor hear your words, as you go out of that house or that city, shake the dust off your feet.

"
151,Matthew 10:15,"
Most certainly I tell you, it will be more tolerable for the land of Sodom and Gomorrah in the day of judgment than for that city.
"
152,Matthew 10:16,"
“Behold, I send you out as sheep among wolves. Therefore be wise as serpents, and harmless as doves.

"
153,Matthew 10:17,"
But beware of men: for they will deliver you up to councils, and in their synagogues they will scourge you.

"
154,Matthew 10:18,"
Yes, and you will be brought before governors and kings for my sake, for a testimony to them and to the nations.

"
155,Matthew 10:19,"
But when they deliver you up, don’t be anxious how or what you will say, for it will be given you in that hour what you will say.

"
156,Matthew 10:20,"
For it is not you who speak, but the Spirit of your Father who speaks in you.
"
157,Matthew 10:21,"
“Brother will deliver up brother to death, and the father his child. Children will rise up against parents, and cause them to be put to death.

"
158,Matthew 10:22,"
You will be hated by all men for my name’s sake, but he who endures to the end will be saved.

"
159,Matthew 10:23,"
But when they persecute you in this city, flee into the next, for most certainly I tell you, you will not have gone through the cities of Israel, until the Son of Man has come.
"
160,Matthew 10:24,"
“A disciple is not above his teacher, nor a servant above his lord.

"
161,Matthew 10:25,"
It is enough for the disciple that he be like his teacher, and the servant like his lord. If they have called the master of the house Beelzebul,
how much more those of his household!

"
162,Matthew 10:26,"
Therefore don’t be afraid of them, for there is nothing covered that will not be revealed; and hidden that will not be known.

"
163,Matthew 10:27,"
What I tell you in the darkness, speak in the light; and what you hear whispered in the ear, proclaim on the housetops.

"
164,Matthew 10:28,"
Don’t be afraid of those who kill the body, but are not able to kill the soul. Rather, fear him who is able to destroy both soul and body in Gehenna.

"
165,Matthew 10:29,"
“Aren’t two sparrows sold for an assarion coin?
Not one of them falls on the ground apart from your Father’s will,

"
166,Matthew 10:30,"
but the very hairs of your head are all numbered.

"
167,Matthew 10:31,"
Therefore don’t be afraid. You are of more value than many sparrows.

"
168,Matthew 10:32,"
Everyone therefore who confesses me before men, him I will also confess before my Father who is in heaven.

"
169,Matthew 10:33,"
But whoever denies me before men, him I will also deny before my Father who is in heaven.
"
170,Matthew 10:34,"
“Don’t think that I came to send peace on the earth. I didn’t come to send peace, but a sword.

"
171,Matthew 10:35,"
For I came to set a man at odds against his father, and a daughter against her mother, and a daughter-in-law against her mother-in-law.

"
172,Matthew 10:36,"
A man’s foes will be those of his own household.
"
173,Matthew 10:37,"
He who loves father or mother more than me is not worthy of me; and he who loves son or daughter more than me isn’t worthy of me.

"
174,Matthew 10:38,"
He who doesn’t take his cross and follow after me, isn’t worthy of me.

"
175,Matthew 10:39,"
He who seeks his life will lose it; and he who loses his life for my sake will find it.

"
176,Matthew 10:40,"
He who receives you receives me, and he who receives me receives him who sent me.

"
177,Matthew 10:41,"
He who receives a prophet in the name of a prophet will receive a prophet’s reward. He who receives a righteous man in the name of a righteous man will receive a righteous man’s reward.

"
178,Matthew 10:42,"
Whoever gives one of these little ones just a cup of cold water to drink in the name of a disciple, most certainly I tell you he will in no way lose his reward.”
"
179,Matthew 11:4,"Jesus answered them,
“Go and tell John the things which you hear and see:

"
180,Matthew 11:5,"
the blind receive their sight, the lame walk, the lepers are cleansed, the deaf hear,
the dead are raised up, and the poor have good news preached to them.
"
181,Matthew 11:6,"
Blessed is he who finds no occasion for stumbling in me.”
"
182,Matthew 11:7,"As these went their way, Jesus began to say to the multitudes concerning John,
“What did you go out into the wilderness to see? A reed shaken by the wind?

"
183,Matthew 11:8,"
But what did you go out to see? A man in soft clothing? Behold, those who wear soft clothing are in kings’ houses.

"
184,Matthew 11:9,"
But why did you go out? To see a prophet? Yes, I tell you, and much more than a prophet.

"
185,Matthew 11:10,"
For this is he, of whom it is written, ‘Behold, I send my messenger before your face, who will prepare your way before you.’
"
186,Matthew 11:11,"
Most certainly I tell you, among those who are born of women there has not arisen anyone greater than John the Baptizer; yet he who is least in the Kingdom of Heaven is greater than he.

"
187,Matthew 11:12,"
From the days of John the Baptizer until now, the Kingdom of Heaven suffers violence, and the violent take it by force.
"
188,Matthew 11:13,"
For all the prophets and the law prophesied until John.

"
189,Matthew 11:14,"
If you are willing to receive it, this is Elijah, who is to come.

"
190,Matthew 11:15,"
He who has ears to hear, let him hear.
"
191,Matthew 11:16,"
“But to what shall I compare this generation? It is like children sitting in the marketplaces, who call to their companions

"
192,Matthew 11:17,"
and say, ‘We played the flute for you, and you didn’t dance. We mourned for you, and you didn’t lament.’

"
193,Matthew 11:18,"
For John came neither eating nor drinking, and they say, ‘He has a demon.’

"
